tiempo_s,II,V1,V5,label,is_anomalo
0.476,-0.242,0.05,-0.105,1,True
0.478,-0.239,0.051,-0.105,1,True
0.48,-0.24,0.055,-0.105,1,True
0.482,-0.253,0.055,-0.105,1,True
0.484,-0.253,0.057,-0.106,1,True
0.486,-0.249,0.066,-0.103,1,True
0.488,-0.25,0.077,-0.1,1,True
0.49,-0.25,0.08,-0.1,1,True
0.492,-0.25,0.08,-0.1,1,True
0.494,-0.25,0.079,-0.1,1,True
0.496,-0.25,0.082,-0.1,1,True
0.498,-0.25,0.085,-0.1,1,True
0.5,-0.25,0.085,-0.1,1,True
0.502,-0.246,0.087,-0.096,1,True
0.504,-0.245,0.076,-0.095,1,True
0.506,-0.245,0.085,-0.095,1,True
0.508,-0.245,0.108,-0.095,1,True
0.51,-0.245,0.105,-0.095,1,True
0.512,-0.245,0.105,-0.095,1,True
0.514,-0.245,0.105,-0.092,1,True
0.516,-0.245,0.105,-0.089,1,True
0.518,-0.244,0.105,-0.09,1,True
0.52,-0.24,0.105,-0.09,1,True
0.522,-0.24,0.105,-0.09,1,True
0.524,-0.24,0.105,-0.09,1,True
0.526,-0.24,0.105,-0.09,1,True
0.528,-0.24,0.105,-0.091,1,True
0.53,-0.24,0.105,-0.095,1,True
0.532,-0.24,0.105,-0.096,1,True
0.534,-0.24,0.105,-0.092,1,True
0.536,-0.239,0.105,-0.089,1,True
0.538,-0.243,0.105,-0.09,1,True
0.54,-0.255,0.105,-0.09,1,True
0.542,-0.251,0.105,-0.086,1,True
0.544,-0.249,0.105,-0.085,1,True
0.546,-0.25,0.105,-0.085,1,True
0.548,-0.25,0.105,-0.085,1,True
0.55,-0.25,0.105,-0.085,1,True
0.552,-0.25,0.105,-0.081,1,True
0.554,-0.25,0.105,-0.08,1,True
0.556,-0.25,0.105,-0.08,1,True
0.558,-0.25,0.105,-0.08,1,True
0.56,-0.25,0.105,-0.08,1,True
0.562,-0.25,0.105,-0.076,1,True
0.564,-0.25,0.102,-0.074,1,True
0.566,-0.25,0.099,-0.076,1,True
0.568,-0.25,0.1,-0.074,1,True
0.57,-0.25,0.1,-0.07,1,True
0.572,-0.25,0.096,-0.07,1,True
0.574,-0.25,0.095,-0.07,1,True
0.576,-0.25,0.095,-0.07,1,True
0.578,-0.25,0.095,-0.069,1,True
0.58,-0.25,0.1,-0.065,1,True
0.582,-0.25,0.113,-0.065,1,True
0.584,-0.25,0.114,-0.064,1,True
0.586,-0.251,0.107,-0.067,1,True
0.588,-0.256,0.104,-0.061,1,True
0.59,-0.26,0.1,-0.04,1,True
0.592,-0.256,0.096,-0.025,1,True
0.594,-0.254,0.093,0.0,1,True
0.596,-0.256,0.086,0.027,1,True
0.598,-0.254,0.088,0.052,1,True
0.6,-0.25,0.105,0.085,1,True
0.602,-0.249,0.109,0.127,1,True
0.604,-0.253,0.116,0.151,1,True
0.606,-0.239,0.137,0.188,1,True
0.608,-0.216,0.15,0.243,1,True
0.61,-0.195,0.14,0.3,1,True
0.612,-0.123,0.138,0.389,1,True
0.614,-0.025,0.113,0.49,1,True
0.616,0.09,0.08,0.555,1,True
0.618,0.225,0.052,0.544,1,True
0.62,0.37,0.02,0.465,1,True
0.622,0.514,-0.006,0.347,1,True
0.624,0.656,-0.049,0.074,1,True
0.626,0.793,-0.084,-0.203,1,True
0.628,0.92,-0.108,-0.462,1,True
0.63,1.015,-0.145,-0.83,1,True
0.632,1.06,-0.178,-1.181,1,True
0.634,1.068,-0.204,-1.477,1,True
0.636,1.063,-0.207,-1.735,1,True
0.638,1.068,-0.192,-1.919,1,True
0.64,1.08,-0.185,-1.985,1,True
0.642,1.072,-0.177,-1.99,1,True
0.644,1.066,-0.169,-1.996,1,True
0.646,1.046,-0.159,-1.967,1,True
0.648,1.021,-0.156,-1.889,1,True
0.65,0.995,-0.145,-1.81,1,True
0.652,0.911,-0.074,-1.747,1,True
0.654,0.843,-0.012,-1.67,1,True
0.656,0.796,0.032,-1.594,1,True
0.658,0.739,0.085,-1.52,1,True
0.66,0.66,0.155,-1.425,1,True
0.662,0.56,0.236,-1.312,1,True
0.664,0.467,0.301,-1.211,1,True
0.666,0.382,0.347,-1.12,1,True
0.668,0.309,0.392,-1.026,1,True
0.67,0.255,0.44,-0.935,1,True
0.672,0.199,0.477,-0.874,1,True
0.674,0.183,0.504,-0.815,1,True
0.676,0.184,0.492,-0.774,1,True
0.678,0.179,0.451,-0.756,1,True
0.68,0.175,0.415,-0.735,1,True
0.682,0.171,0.352,-0.695,1,True
0.684,0.165,0.252,-0.66,1,True
0.686,0.168,0.171,-0.611,1,True
0.688,0.159,0.115,-0.544,1,True
0.69,0.12,0.06,-0.485,1,True
0.692,0.088,0.053,-0.42,1,True
0.694,0.054,0.056,-0.365,1,True
0.696,0.017,0.055,-0.314,1,True
0.698,-0.02,0.055,-0.262,1,True
0.7,-0.06,0.055,-0.21,1,True
0.702,-0.101,0.056,-0.16,1,True
0.704,-0.134,0.053,-0.13,1,True
0.706,-0.168,0.064,-0.108,1,True
0.708,-0.202,0.084,-0.086,1,True
0.71,-0.22,0.09,-0.075,1,True
0.712,-0.224,0.086,-0.067,1,True
0.714,-0.228,0.084,-0.056,1,True
0.716,-0.231,0.086,-0.046,1,True
0.718,-0.238,0.084,-0.037,1,True
0.72,-0.255,0.08,-0.025,1,True
0.722,-0.26,0.08,-0.017,1,True
0.724,-0.259,0.08,-0.011,1,True
0.726,-0.262,0.082,-0.01,1,True
0.728,-0.265,0.086,-0.01,1,True
0.73,-0.265,0.085,-0.01,1,True
0.732,-0.265,0.078,-0.006,1,True
0.734,-0.265,0.096,-0.004,1,True
0.736,-0.265,0.106,-0.005,1,True
0.738,-0.265,0.099,-0.004,1,True
0.74,-0.265,0.1,0.0,1,True
0.742,-0.265,0.1,0.004,1,True
0.744,-0.263,0.1,0.009,1,True
0.746,-0.273,0.098,0.01,1,True
0.748,-0.286,0.095,0.011,1,True
0.75,-0.28,0.095,0.015,1,True
0.752,-0.279,0.095,0.019,1,True
0.754,-0.281,0.096,0.02,1,True
0.756,-0.278,0.093,0.021,1,True
0.758,-0.275,0.09,0.026,1,True
0.76,-0.275,0.09,0.03,1,True
0.762,-0.275,0.09,0.031,1,True
0.764,-0.272,0.09,0.025,1,True
0.766,-0.269,0.09,0.032,1,True
0.768,-0.27,0.089,0.047,1,True
0.77,-0.27,0.085,0.045,1,True
0.772,-0.266,0.085,0.045,1,True
0.774,-0.264,0.085,0.045,1,True
0.776,-0.266,0.085,0.045,1,True
0.778,-0.264,0.084,0.045,1,True
0.78,-0.26,0.08,0.045,1,True
0.782,-0.26,0.08,0.045,1,True
0.784,-0.261,0.08,0.045,1,True
0.786,-0.258,0.08,0.045,1,True
0.788,-0.255,0.08,0.045,1,True
0.79,-0.255,0.08,0.045,1,True
0.792,-0.255,0.076,0.045,1,True
0.794,-0.252,0.075,0.043,1,True
0.796,-0.25,0.075,0.037,1,True
0.798,-0.25,0.075,0.036,1,True
0.8,-0.25,0.075,0.045,1,True
0.802,-0.25,0.071,0.058,1,True
0.804,-0.247,0.07,0.064,1,True
0.806,-0.245,0.07,0.065,1,True
0.808,-0.244,0.07,0.066,1,True
0.81,-0.24,0.07,0.07,1,True
0.812,-0.24,0.066,0.074,1,True
0.814,-0.237,0.065,0.078,1,True
0.816,-0.235,0.065,0.08,1,True
0.818,-0.234,0.065,0.08,1,True
0.82,-0.23,0.065,0.08,1,True
0.822,-0.23,0.065,0.08,1,True
0.824,-0.227,0.062,0.079,1,True
0.826,-0.225,0.059,0.085,1,True
0.828,-0.224,0.06,0.097,1,True
0.83,-0.22,0.06,0.1,1,True
0.832,-0.22,0.06,0.1,1,True
0.834,-0.217,0.057,0.1,1,True
0.836,-0.215,0.054,0.1,1,True
0.838,-0.215,0.055,0.101,1,True
0.84,-0.21,0.055,0.105,1,True
0.842,-0.206,0.055,0.109,1,True
0.844,-0.205,0.054,0.113,1,True
0.846,-0.204,0.059,0.116,1,True
0.848,-0.199,0.066,0.123,1,True
0.85,-0.195,0.065,0.135,1,True
0.852,-0.195,0.063,0.131,1,True
0.854,-0.193,0.081,0.129,1,True
0.856,-0.187,0.091,0.131,1,True
0.858,-0.185,0.084,0.129,1,True
0.86,-0.185,0.085,0.125,1,True
0.862,-0.181,0.085,0.125,1,True
0.864,-0.176,0.085,0.123,1,True
0.866,-0.175,0.085,0.134,1,True
0.868,-0.174,0.085,0.153,1,True
0.87,-0.165,0.085,0.155,1,True
0.872,-0.161,0.085,0.153,1,True
0.874,-0.154,0.085,0.168,1,True
0.876,-0.148,0.085,0.175,1,True
0.878,-0.143,0.085,0.169,1,True
0.88,-0.135,0.085,0.17,1,True
0.882,-0.131,0.085,0.167,1,True
0.884,-0.125,0.082,0.161,1,True
0.886,-0.115,0.079,0.177,1,True
0.888,-0.109,0.08,0.197,1,True
0.89,-0.105,0.08,0.195,1,True
0.892,-0.097,0.08,0.211,1,True
0.894,-0.088,0.08,0.22,1,True
0.896,-0.083,0.08,0.22,1,True
0.898,-0.078,0.08,0.221,1,True
0.9,-0.07,0.08,0.225,1,True
0.902,-0.062,0.08,0.226,1,True
0.904,-0.053,0.08,0.223,1,True
0.906,-0.049,0.08,0.232,1,True
0.908,-0.041,0.08,0.249,1,True
0.91,-0.02,0.08,0.26,1,True
0.912,-0.005,0.079,0.271,1,True
0.914,0.02,0.09,0.288,1,True
0.916,0.049,0.095,0.299,1,True
0.918,0.078,0.089,0.299,1,True
0.92,0.11,0.09,0.3,1,True
0.922,0.129,0.091,0.317,1,True
0.924,0.159,0.087,0.322,1,True
0.926,0.188,0.084,0.335,1,True
0.928,0.212,0.086,0.361,1,True
0.93,0.24,0.085,0.38,1,True
0.932,0.252,0.073,0.393,1,True
0.934,0.268,0.063,0.399,1,True
0.936,0.294,0.056,0.4,1,True
0.938,0.33,0.048,0.401,1,True
0.94,0.365,0.04,0.405,1,True
0.942,0.38,0.032,0.405,1,True
0.944,0.408,0.025,0.405,1,True
0.946,0.44,0.012,0.42,1,True
0.948,0.468,-0.003,0.437,1,True
0.95,0.495,-0.015,0.435,1,True
0.952,0.506,-0.028,0.433,1,True
0.954,0.532,-0.036,0.445,1,True
0.956,0.565,-0.062,0.45,1,True
0.958,0.592,-0.096,0.444,1,True
0.96,0.62,-0.105,0.445,1,True
0.962,0.636,-0.11,0.446,1,True
0.964,0.654,-0.105,0.442,1,True
0.966,0.691,-0.097,0.439,1,True
0.968,0.725,-0.094,0.441,1,True
0.97,0.735,-0.09,0.44,1,True
0.972,0.757,-0.086,0.424,1,True
0.974,0.751,-0.082,0.41,1,True
0.976,0.731,-0.078,0.399,1,True
0.978,0.716,-0.073,0.387,1,True
0.98,0.7,-0.065,0.375,1,True
0.982,0.69,-0.057,0.351,1,True
0.984,0.663,-0.048,0.329,1,True
0.986,0.629,-0.043,0.313,1,True
0.988,0.606,-0.03,0.303,1,True
0.99,0.595,0.0,0.295,1,True
0.992,0.587,0.024,0.287,1,True
0.994,0.576,0.048,0.279,1,True
0.996,0.566,0.055,0.271,1,True
0.998,0.557,0.049,0.263,1,True
1.0,0.545,0.05,0.255,1,True
1.002,0.538,0.051,0.25,1,True
1.004,0.523,0.048,0.25,1,True
1.006,0.509,0.057,0.25,1,True
1.008,0.496,0.073,0.25,1,True
1.01,0.48,0.075,0.25,1,True
1.012,0.468,0.078,0.25,1,True
1.014,0.456,0.092,0.25,1,True
1.016,0.444,0.104,0.25,1,True
1.018,0.432,0.105,0.25,1,True
1.02,0.42,0.105,0.25,1,True
1.022,0.413,0.105,0.251,1,True
1.024,0.396,0.105,0.247,1,True
1.026,0.376,0.105,0.259,1,True
1.028,0.361,0.105,0.278,1,True
1.03,0.345,0.105,0.28,1,True
1.032,0.329,0.104,0.278,1,True
1.034,0.313,0.114,0.292,1,True
1.036,0.297,0.122,0.304,1,True
1.038,0.281,0.12,0.304,1,True
1.04,0.265,0.12,0.305,1,True
1.042,0.249,0.12,0.321,1,True
1.044,0.232,0.12,0.33,1,True
1.046,0.219,0.12,0.33,1,True
1.048,0.206,0.12,0.33,1,True
1.05,0.19,0.12,0.33,1,True
1.052,0.174,0.118,0.33,1,True
1.054,0.158,0.133,0.327,1,True
1.056,0.142,0.14,0.325,1,True
1.058,0.126,0.134,0.324,1,True
1.06,0.11,0.135,0.32,1,True
1.062,0.094,0.131,0.32,1,True
1.064,0.077,0.129,0.317,1,True
1.066,0.064,0.131,0.315,1,True
1.068,0.051,0.129,0.314,1,True
1.07,0.035,0.125,0.305,1,True
1.072,0.023,0.125,0.297,1,True
1.074,0.011,0.126,0.289,1,True
1.076,-0.001,0.123,0.281,1,True
1.078,-0.012,0.12,0.273,1,True
1.08,-0.02,0.12,0.265,1,True
1.082,-0.028,0.121,0.262,1,True
1.084,-0.036,0.117,0.252,1,True
1.086,-0.044,0.115,0.239,1,True
1.088,-0.052,0.114,0.227,1,True
1.09,-0.06,0.11,0.215,1,True
1.092,-0.068,0.11,0.203,1,True
1.094,-0.078,0.111,0.194,1,True
1.096,-0.092,0.108,0.186,1,True
1.098,-0.102,0.105,0.178,1,True
1.1,-0.105,0.105,0.17,1,True
1.102,-0.105,0.105,0.162,1,True
1.104,-0.105,0.102,0.154,1,True
1.106,-0.105,0.099,0.146,1,True
1.108,-0.105,0.1,0.138,1,True
1.11,-0.105,0.1,0.13,1,True
1.112,-0.104,0.097,0.126,1,True
1.114,-0.111,0.119,0.119,1,True
1.116,-0.117,0.131,0.113,1,True
1.118,-0.114,0.124,0.108,1,True
1.12,-0.115,0.125,0.1,1,True
1.122,-0.136,0.126,0.096,1,True
1.124,-0.139,0.122,0.089,1,True
1.126,-0.134,0.119,0.082,1,True
1.128,-0.135,0.12,0.079,1,True
1.13,-0.135,0.12,0.075,1,True
1.132,-0.135,0.116,0.067,1,True
1.134,-0.135,0.114,0.062,1,True
1.136,-0.135,0.116,0.058,1,True
1.138,-0.134,0.114,0.054,1,True
1.14,-0.135,0.11,0.05,1,True
1.142,-0.151,0.11,0.05,1,True
1.144,-0.159,0.111,0.047,1,True
1.146,-0.161,0.108,0.045,1,True
1.148,-0.166,0.105,0.044,1,True
1.15,-0.17,0.105,0.04,1,True
1.152,-0.17,0.105,0.04,1,True
1.154,-0.169,0.102,0.037,1,True
1.156,-0.172,0.099,0.035,1,True
1.158,-0.175,0.1,0.034,1,True
1.16,-0.175,0.1,0.03,1,True
1.162,-0.175,0.096,0.03,1,True
1.164,-0.172,0.095,0.027,1,True
1.166,-0.169,0.095,0.023,1,True
1.168,-0.17,0.095,0.019,1,True
1.17,-0.17,0.095,0.015,1,True
1.172,-0.17,0.093,0.015,1,True
1.174,-0.17,0.108,0.013,1,True
1.176,-0.17,0.115,0.007,1,True
1.178,-0.171,0.109,0.005,1,True
1.18,-0.175,0.11,0.005,1,True
1.182,-0.179,0.106,0.001,1,True
1.184,-0.184,0.105,-0.004,1,True
1.186,-0.184,0.103,-0.005,1,True
1.188,-0.179,0.1,-0.006,1,True
1.19,-0.18,0.1,-0.01,1,True
1.192,-0.18,0.096,-0.015,1,True
1.194,-0.18,0.094,-0.015,1,True
1.196,-0.18,0.096,-0.017,1,True
1.198,-0.179,0.094,-0.02,1,True
1.2,-0.18,0.09,-0.02,1,True
1.202,-0.192,0.09,-0.024,1,True
1.204,-0.199,0.087,-0.029,1,True
1.206,-0.2,0.085,-0.03,1,True
1.208,-0.2,0.084,-0.031,1,True
1.21,-0.2,0.08,-0.035,1,True
1.212,-0.2,0.08,-0.035,1,True
1.214,-0.2,0.077,-0.038,1,True
1.216,-0.2,0.075,-0.042,1,True
1.218,-0.2,0.074,-0.046,1,True
1.22,-0.2,0.075,-0.05,1,True
1.222,-0.2,0.088,-0.05,1,True
1.224,-0.2,0.089,-0.05,1,True
1.226,-0.2,0.082,-0.05,1,True
1.228,-0.2,0.08,-0.051,1,True
1.23,-0.2,0.08,-0.055,1,True
1.232,-0.2,0.076,-0.055,1,True
1.234,-0.2,0.071,-0.055,1,True
1.236,-0.2,0.07,-0.055,1,True
1.238,-0.2,0.069,-0.055,1,True
1.24,-0.2,0.065,-0.055,1,True
1.242,-0.2,0.065,-0.053,1,True
1.244,-0.2,0.065,-0.067,1,True
1.246,-0.2,0.065,-0.077,1,True
1.248,-0.2,0.065,-0.075,1,True
1.25,-0.2,0.065,-0.075,1,True
1.252,-0.2,0.065,-0.075,1,True
1.254,-0.2,0.062,-0.075,1,True
1.256,-0.2,0.059,-0.075,1,True
1.258,-0.2,0.06,-0.075,1,True
1.26,-0.2,0.06,-0.075,1,True
1.262,-0.2,0.06,-0.074,1,True
1.264,-0.2,0.06,-0.084,1,True
1.266,-0.2,0.06,-0.094,1,True
1.268,-0.2,0.059,-0.095,1,True
1.27,-0.2,0.055,-0.095,1,True
1.272,-0.2,0.055,-0.095,1,True
1.274,-0.2,0.055,-0.095,1,True
1.276,-0.2,0.055,-0.095,1,True
1.278,-0.2,0.055,-0.095,1,True
1.28,-0.2,0.055,-0.095,1,True
1.282,-0.2,0.055,-0.095,1,True
1.284,-0.2,0.052,-0.095,1,True
1.286,-0.2,0.049,-0.095,1,True
1.288,-0.2,0.05,-0.095,1,True
1.29,-0.2,0.05,-0.095,1,True
1.292,-0.2,0.05,-0.095,1,True
1.294,-0.2,0.051,-0.095,1,True
